,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionName,country_x,m49,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,country_y,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
10,Bosnia and Herzegovina,BIH,69.06173828125,10932.4594822386,3535961.0,1668019,1867942,47.173,52.827,76.735,41.0,World,150,Europe,39,Southern Europe,,Bosnia and Herzegovina,70,Developed,Bosnia and Herzegovina,1110,41.0,253.0,816,4.0,338.0,12.0,13339.0,4066.0,3284024,,,,,70.0,44.0,Bosnia and Herzegovina,1585353600,229.0,5.0,5.43372200355424,6.97315244955579e-05,-9.570858054134291,5.823045895483019,0.11868559737158849,4.80435909706807,0.9692038738563094,0.001407998533836451,0.01507808782863937,0.11868559737158847,-10.200220960620461,0.9692038738563095,0.0014079985338364411,0.01507808782863934
11,Brazil,BRA,24.6420983615972,14702.5912680317,205962108.0,176653700,29308408,85.77,14.23,75.28399999999999,31.299999,World,19,Americas,419,Latin America and the Caribbean,South America,Brazil,76,Developing,Brazil,28912,1760.0,14026.0,13126,296.0,136.0,8.0,62985.0,296.0,212588235,69.0,38.0,49.0,76.0,44.0,59.0,Brazil,1584662400,621.0,5.0,6.431331081933479,2.9211400151094907e-06,-12.743536601743244,4.912654885736052,0.30508920915996457,4.85614473913163,0.989440519499202,0.00016666523775466503,0.022345697521694855,0.3050892091599645,-14.318722944545092,0.9894405194992019,0.00016666523775466844,0.022345697521694977
12,Bulgaria,BGR,66.12003500368459,17000.1780380679,7177396.0,5310996,1866995,73.99,26.01,74.6146341463415,43.5,World,150,Europe,151,Eastern Europe,,Bulgaria,100,Developed,Bulgaria,747,36.0,105.0,606,31.0,108.0,5.0,18502.0,2663.0,6916667,70.0,30.0,40.0,85.0,69.0,16.0,Bulgaria,1585094400,220.0,5.0,5.393627546352362,3.180722738278422e-05,-10.35581701781328,4.68213122712422,0.14863700200134886,4.713271814482068,0.9769431557807506,0.0007912983805676337,0.016241445171122807,0.14863700200134886,-11.036172749683574,0.9769431557807509,0.0007912983805676187,0.016241445171122727
13,Burkina Faso,BFA,66.1938011695906,1596.3345805199601,18110624.0,4985855,13124769,27.53,72.470001,59.927,17.0,World,2,Africa,202,Sub-Saharan Africa,Western Africa,Burkina Faso,854,Developing,Burkina Faso,542,32.0,226.0,284,,26.0,2.0,,,20846154,70.0,15.0,50.0,55.0,27.0,18.0,Burkina Faso,1585612800,222.0,5.0,5.402677381872279,1.0649446415871245e-05,-11.450002646890233,3.258096538021482,0.11913701668904042,4.784157920854711,0.9656065870431528,0.0017540181802566759,0.01603992901249231,0.11913701668904042,-12.0685221079078,0.9656065870431528,0.0017540181802566759,0.01603992901249231
14,Canada,CAN,3.9404490675217794,43149.4758370305,35949709.0,29117142,6715371,81.259,18.740999,82.1290243902439,40.5,World,19,Americas,21,Northern America,,Canada,124,Developed,Canada,28379,1010.0,8979.0,18390,557.0,752.0,27.0,467736.0,12393.0,37738032,39.0,80.0,52.0,48.0,36.0,68.0,Canada,1584403200,424.0,5.0,6.049733455231958,1.1235350057469875e-05,-11.396445495049147,6.62273632394984,0.27917224611467745,4.634802059772702,0.9989536111254377,1.6418216540955784e-06,0.006390647138977209,0.27917224611467734,-12.811376890508404,0.9989536111254379,1.6418216540948845e-06,0.006390647138976528
15,Chile,CHL,23.8895985646885,22516.6078575125,17762681.0,15517478,2245203,87.36,12.64,79.315,33.700001,World,19,Americas,419,Latin America and the Caribbean,South America,Chile,152,Developing,Chile,8273,94.0,2937.0,5242,389.0,433.0,5.0,91873.0,4806.0,19106236,63.0,23.0,28.0,86.0,31.0,68.0,Chile,1584835200,537.0,5.0,6.285998094508865,2.810600685556276e-05,-10.479527237367627,6.07073772800249,0.25292769650890734,5.037561584503058,0.9965855319772055,1.7467983873449448e-05,0.010477491083615202,0.25292769650890745,-11.727963747373433,0.9965855319772053,1.746798387345057e-05,0.01047749108361538
16,China,CHN,146.057646126616,13569.8915267324,1397028553.0,761027100,610192900,55.5,44.5,76.092,37.0,World,142,Asia,30,Eastern Asia,,China,156,Developing,China,82341,3342.0,77892.0,1107,95.0,57.0,2.0,,,1444578947,80.0,20.0,66.0,30.0,87.0,24.0,China,1579824000,882.0,5.0,6.782192056006791,6.105585311427082e-07,-14.30889167388365,4.04305126783455,0.2933975742518826,5.311962910841145,0.9881076180953479,0.00021130215871115936,0.022828461519018566,0.2933975742518828,-15.779120819049295,0.9881076180953482,0.00021130215871114749,0.02282846151901825
17,Colombia,COL,43.468857142857104,12985.383134526599,48228697.0,38469138,9759559,79.764,20.236,74.2,30.1,World,19,Americas,419,Latin America and the Caribbean,South America,Colombia,170,Developing,Colombia,3105,131.0,452.0,2522,106.0,61.0,3.0,45423.0,893.0,50901639,67.0,13.0,64.0,80.0,13.0,83.0,Colombia,1585008000,306.0,5.0,5.723585101952381,6.011594243556676e-06,-12.021820579442876,4.110873864173311,0.2171497054772765,4.6354384458142865,0.996522675441614,1.8116655594178697e-05,0.00907824294992469,0.21714970547727647,-13.10996723558097,0.996522675441614,1.8116655594178697e-05,0.009078242949924686
18,Costa Rica,CRI,94.160830395613,14738.607621090401,4807852.0,3695411,1112441,76.862,23.138,79.634,31.4,World,19,Americas,419,Latin America and the Caribbean,Central America,Costa Rica,188,Developing,Costa Rica,626,4.0,67.0,555,11.0,123.0,0.8,9089.0,1784.0,5089431,35.0,15.0,21.0,86.0,,,Costa Rica,1585180800,201.0,5.0,5.303304908059076,3.9493609403487345e-05,-10.139371686399652,4.812184355372417,0.12246480208965564,4.682079865962674,0.990667789467846,0.00013022885830119062,0.008424514949259665,0.12246480208965568,-10.760596728496056,0.9906677894678463,0.00013022885830118121,0.008424514949259516
19,Croatia,HRV,75.11801286633309,20983.9852751789,4236016.0,2360534,1843070,56.155,43.845001,77.2756097560976,42.599998,World,150,Europe,39,Southern Europe,,Croatia,191,Developed,Croatia,1741,33.0,473.0,1235,31.0,424.0,8.0,19256.0,4691.0,4106132,73.0,33.0,40.0,80.0,58.0,33.0,Croatia,1585094400,382.0,5.0,5.945420608606575,9.303159274957551e-05,-9.282571415513688,6.049733455231958,0.2656790707909514,4.658659022953546,0.9885752167367275,0.00019504289515917867,0.020254084876863948,0.2656790707909515,-10.569333001166717,0.9885752167367277,0.00019504289515917504,0.020254084876863854
20,Cyprus,CYP,125.647727272727,30549.1009696787,1160985.0,777233,383752,66.946,33.054001,80.344,34.900002,World,142,Asia,145,Western Asia,,Cyprus,196,Developed,Cyprus,715,12.0,65.0,638,8.0,592.0,10.0,17923.0,14845.0,1207770,,,,,,70.0,Cyprus,1585440000,179.0,5.0,5.187385805840755,0.00014820702617220167,-8.816900436157272,6.3835066348840055,0.08776363090502735,4.733134663083972,0.9944758688096544,4.568975084834166e-05,0.004631660544557369,0.08776363090502731,-9.271151578914052,0.9944758688096544,4.568975084834166e-05,0.004631660544557367
21,Czech Republic,CZE,136.57160062160102,30605.420521147098,10603762.0,7748928,2797131,73.477,26.523001,78.57804878048779,41.400002,World,150,Europe,151,Eastern Europe,,Czech Republic,203,Developed,Czech Republic,6301,166.0,819.0,5316,84.0,588.0,16.0,137672.0,12856.0,10715986,57.0,58.0,57.0,74.0,70.0,29.0,Czech Republic,1584489600,434.0,5.0,6.073044534100405,4.050023954865189e-05,-10.114202669087744,6.376726947898627,0.2690973793224338,4.784086748061195,0.9924268469224715,8.581180111392411e-05,0.016653692008920397,0.2690973793224338,-11.403160455126955,0.9924268469224714,8.581180111392655e-05,0.016653692008920522
22,Denmark,DNK,135.353250773994,45458.697148830994,5688695.0,4974525,708958,87.52600000000001,12.474,80.7024390243902,41.599998,World,150,Europe,154,Northern Europe,,Denmark,208,Developed,Denmark,6681,309.0,2748.0,3624,89.0,1153.0,53.0,77712.0,13417.0,5794449,18.0,74.0,16.0,23.0,35.0,70.0,Denmark,1584230400,827.0,5.0,6.717804695023691,0.00014272280246145923,-8.854606253244508,7.050122520269059,0.38751774829188873,5.110045750534585,0.9237270486410764,0.008504483309480964,0.08034797633310495,0.38751774829188873,-10.462365197733615,0.9237270486410762,0.008504483309480981,0.08034797633310503
23,Dominican Republic,DOM,217.934050921134,13395.916802055,10528394.0,8271738,2256656,78.566,21.434,73.673,26.1,World,19,Americas,419,Latin America and the Caribbean,Caribbean,Dominican Republic,214,Developing,Dominican Republic,3614,189.0,208.0,3217,143.0,333.0,17.0,9275.0,855.0,10852853,65.0,30.0,65.0,45.0,13.0,54.0,Dominican Republic,1585267200,488.0,5.0,6.1903154058531475,4.496513497418605e-05,-10.00962314684124,5.808142489980444,0.27399457363493696,4.88711443469501,0.9778434075119383,0.000730933388756954,0.029328516171551987,0.27399457363493696,-11.312824117999378,0.9778434075119383,0.000730933388756954,0.029328516171551987
24,Ecuador,ECU,65.0038975680464,10749.1288738874,16144368.0,10235206,5909162,63.398,36.602001,76.102,26.6,World,19,Americas,419,Latin America and the Caribbean,South America,Ecuador,218,Developing,Ecuador,7858,388.0,780.0,6690,135.0,445.0,22.0,26093.0,1479.0,17658427,78.0,8.0,63.0,67.0,,,Ecuador,1584921600,789.0,5.0,6.670766320845874,4.468121650926212e-05,-10.015957356979447,6.09807428216624,0.400724389972221,4.686297052052277,0.9881536806056315,0.00020967169649658405,0.031117735341118714,0.400724389972221,-12.000426625773043,0.9881536806056315,0.00020967169649658405,0.031117735341118714
25,Egypt,EGY,94.2068129991461,10095.610167712099,93778172.0,40122991,53655181,42.785,57.215,71.304,24.700001,World,2,Africa,15,Northern Africa,,Egypt,818,Developing,Egypt,2505,183.0,589.0,1733,,24.0,2.0,25000.0,244.0,104375000,70.0,25.0,45.0,80.0,7.0,4.0,Egypt,1584748800,256.0,5.0,5.545177444479562,2.452694610778443e-06,-12.918323296655732,3.1780538303479458,0.1692025467316478,4.713518582425545,0.9889525507738173,0.000182395052371082,0.012680741903136655,0.16920254673164783,-13.749982158709747,0.9889525507738172,0.0001823950523710857,0.012680741903136724
26,El Salvador,SLV,304.656274131274,7019.59178870445,6312478.0,4399797,1912681,69.7,30.299999,73.267,25.799999,World,19,Americas,419,Latin America and the Caribbean,Central America,El Salvador,222,Developing,El Salvador,159,6.0,30.0,123,2.0,25.0,0.9,7785.0,1200.0,6360000,66.0,19.0,40.0,94.0,20.0,89.0,El Salvador,1586822400,149.0,5.0,5.003946305945459,2.342767295597484e-05,-10.661592629370846,3.2188758248682006,0.0584144570312215,4.64905255995636,0.9062060307721459,0.012783395746236605,0.013628114620862036,0.05841445703122144,-11.016486375359944,0.9062060307721465,0.012783395746236445,0.013628114620861977
27,Estonia,EST,31.0310686482661,27549.581369737796,1315321.0,899949,415458,68.416,31.584,77.590243902439,41.599998,World,150,Europe,154,Northern Europe,,Estonia,233,Developed,Estonia,1400,35.0,117.0,1248,10.0,1055.0,26.0,33967.0,25606.0,1327014,40.0,60.0,30.0,60.0,82.0,16.0,Estonia,1584662400,267.0,5.0,5.58724865840025,0.0002012036044834493,-8.51119320497148,6.961296045910167,0.15824460452879657,4.898707540266442,0.9423460459505575,0.004890147376829883,0.028097414270643245,0.15824460452879646,-9.199734323105286,0.9423460459505569,0.004890147376829975,0.02809741427064336
28,Finland,FIN,18.030110888091897,38941.7636030551,5481966.0,4669930,809601,85.225,14.775,81.4804878048781,42.5,World,150,Europe,154,Northern Europe,,Finland,246,Developed,Finland,3237,72.0,300.0,2865,75.0,584.0,13.0,48828.0,8813.0,5542808,33.0,63.0,26.0,59.0,38.0,57.0,Finland,1584489600,319.0,5.0,5.765191102784844,5.755205664710017e-05,-9.76282068673466,6.369900982828227,0.14535733437794662,5.060228551723136,0.9861096616316001,0.00028807223862289006,0.012241644552320272,0.14535733437794665,-10.467783237796366,0.9861096616315999,0.0002880722386228994,0.012241644552320375
29,France,FRA,121.61905701141599,37766.374111687204,64457201.0,53044946,13548420,79.655,20.344998999999998,82.2731707317073,41.200001,World,150,Europe,155,Western Europe,,France,250,Developed,France,147863,17167.0,30955.0,99741,6457.0,2265.0,263.0,333807.0,5114.0,65281678,68.0,71.0,43.0,86.0,63.0,48.0,France,1583452800,423.0,5.0,6.0473721790462776,6.479612855539651e-06,-11.946849793900352,7.725330037917135,0.27830505368885894,4.589393335898302,0.9952227372160554,3.417884564209477e-05,0.01365073594173005,0.27830505368885883,-13.404828637048325,0.9952227372160551,3.417884564209794e-05,0.013650735941730366
30,Georgia,GEO,65.0320165156234,9025.133142656121,3951524.0,2135400,1581700,57.448,42.551998,73.096,38.0,World,142,Asia,145,Western Asia,,Georgia,268,Developing,Georgia,306,3.0,71.0,232,6.0,77.0,0.8,5027.0,1260.0,3974026,,,,,38.0,32.0,Georgia,1586131200,174.0,5.0,5.159055299214529,4.3784313439318215e-05,-10.03623494538439,4.343805421853684,0.09794964074951738,4.664078634472767,0.9789219303792169,0.0006617451931275383,0.01021773281074643,0.09794964074951744,-10.531211610126153,0.9789219303792173,0.000661745193127517,0.01021773281074635
31,Germany,DEU,234.153658068159,43937.9471317278,81707789.0,63062064,18624547,77.2,22.799999,80.64146341463409,45.900002,World,150,Europe,155,Western Europe,,Germany,276,Developed,Germany,134753,3804.0,72600.0,58349,4288.0,1608.0,45.0,1728357.0,20629.0,83801617,35.0,67.0,66.0,65.0,83.0,40.0,Germany,1583452800,400.0,5.0,5.991464547107982,4.77317758677616e-06,-12.252498314100885,7.382746449738912,0.250203910887392,4.618408909635171,0.9830775532726101,0.00042713077106891267,0.023311903966846705,0.2502039108873924,-13.625553951573698,0.9830775532726101,0.00042713077106891267,0.02331190396684674
32,Ghana,GHA,121.221855497934,3926.70904479081,27582821.0,14918445,12664376,54.086000000000006,45.914001,62.448,20.4,World,2,Africa,202,Sub-Saharan Africa,Western Africa,Ghana,288,Developing,Ghana,641,8.0,83.0,550,2.0,21.0,0.3,50719.0,1632.0,30523810,80.0,15.0,40.0,65.0,4.0,72.0,Ghana,1585699200,152.0,5.0,5.0238805208462765,4.979719111080825e-06,-12.210137071915868,3.044522437723423,0.031206068766345473,4.892515544972719,0.9405516233638238,0.005196115691155716,0.0056345472913883815,0.03120606876634555,-12.341502047789426,0.9405516233638238,0.005196115691155716,0.005634547291388395
33,Greece,GRC,83.947889837083,24170.3018369872,11217800.0,8445266,2375617,78.046,21.954,81.0365853658537,43.299999,World,150,Europe,39,Southern Europe,,Greece,300,Developed,Greece,2192,102.0,269.0,1821,72.0,210.0,10.0,50771.0,4871.0,10438095,60.0,35.0,57.0,112.0,45.0,50.0,Greece,1584489600,387.0,5.0,5.958424693029782,3.707573077271284e-05,-10.20254795947471,5.3471075307174685,0.21608491087930273,4.991603235025346,0.9701124159858933,0.001326552710910784,0.02702484997514233,0.21608491087930287,-11.169369417479146,0.9701124159858933,0.001326552710910784,0.02702484997514235
34,Guatemala,GTM,151.665070921986,7292.71910386634,16252429.0,8121501,8130928,49.971000000000004,50.028999,73.15,21.299999,World,19,Americas,419,Latin America and the Caribbean,Central America,Guatemala,320,Developing,Guatemala,196,5.0,19.0,172,3.0,11.0,0.3,7000.0,391.0,17818182,95.0,6.0,37.0,101.0,,,Guatemala,1586908800,180.0,5.0,5.19295685089021,1.0102040713244483e-05,-11.502773103710291,2.3978952727983707,0.06848089900904729,4.853382323265472,0.9875715147111571,0.00023074097291164334,0.005449308383898442,0.0684808990090474,-11.842347631335029,0.9875715147111568,0.00023074097291165565,0.005449308383898525
35,Honduras,HND,80.0860577352757,4319.47011829831,8960829.0,4943241,4017588,55.165,44.834998999999996,73.376,23.0,World,19,Americas,419,Latin America and the Caribbean,,Honduras,340,Developing,Honduras,426,35.0,9.0,382,10.0,43.0,4.0,1600.0,162.0,9906977,80.0,20.0,40.0,50.0,,,Honduras,1585872000,222.0,5.0,5.402677381872279,2.24084501256034e-05,-10.706072432489398,3.7612001156935624,0.14495751591120076,4.724765839855917,0.9756184967686856,0.0008844396635633873,0.016304688191292323,0.14495751591120093,-11.38398397450576,0.9756184967686858,0.0008844396635633715,0.016304688191292264
36,Hong Kong,HKG,6944.095238095239,53591.835819824,7245701.0,7291300,0,100.0,0.0,84.2780487804878,43.200001,World,142,Asia,30,Eastern Asia,,Hong Kong,344,Developed,Hong Kong,1017,4.0,459.0,554,10.0,136.0,0.5,116273.0,15509.0,7477941,68.0,25.0,57.0,29.0,61.0,17.0,Hong Kong,1583625600,113.0,5.0,4.727387818712341,1.5111111467715512e-05,-11.100080225965621,4.912654885736052,0.0220669450078769,4.604374006364929,0.9768643540614924,0.0007966953983940264,0.0024155009050899796,0.022066945007876933,-11.223094038313032,0.9768643540614932,0.0007966953983939728,0.0024155009050899397
37,Hungary,HUN,108.726698332045,25034.450730660497,9783925.0,6939335,2903693,70.5,29.5,75.56829268292691,41.700001,World,150,Europe,151,Eastern Europe,,Hungary,348,Developed,Hungary,1579,134.0,192.0,1253,58.0,163.0,14.0,37326.0,3864.0,9687117,46.0,80.0,88.0,82.0,58.0,31.0,Hungary,1585180800,261.0,5.0,5.564520407322694,2.6943000688440122e-05,-10.521787009055627,5.093750200806762,0.182802426517615,4.683674624922147,0.9929561431188095,7.424913592512292e-05,0.010906264501641822,0.18280242651761475,-11.402632791456172,0.9929561431188098,7.424913592511817e-05,0.010906264501641632
38,Iceland,ISL,3.29990024937656,43048.125145278704,330243.0,309974,20841,93.7,6.3000002,82.4682926829268,36.0,World,150,Europe,154,Northern Europe,,Iceland,352,Developed,Iceland,1727,8.0,1077.0,642,8.0,5061.0,23.0,37386.0,109558.0,341237,30.0,60.0,10.0,50.0,28.0,67.0,Iceland,1584489600,247.0,5.0,5.5093883366279774,0.0007238370985561354,-7.230944192889592,8.529319371214077,0.1595427012590341,4.673822957918627,0.9784609085812548,0.0006909023468927712,0.016829875080779776,0.15954270125903422,-8.066509571598944,0.9784609085812548,0.0006909023468927712,0.01682987508077979
39,India,IND,440.28601602992103,5756.66466489307,1309053980.0,429068623,879985357,32.777,67.223,68.30199999999999,26.700001,World,142,Asia,34,Southern Asia,,India,356,Developing,India,12370,422.0,1508.0,10440,,9.0,0.3,274599.0,199.0,1374444444,77.0,48.0,56.0,40.0,51.0,26.0,India,1584835200,320.0,5.0,5.768320995793772,2.328213420316318e-07,-15.272994449897453,2.1972245773362196,0.18324784573384018,4.7614224308976,0.9834394690854131,0.00040910590365255165,0.016885263852020667,0.1832478457338401,-16.279893014793625,0.9834394690854129,0.00040910590365256266,0.016885263852020774
40,Indonesia,IDN,142.507390274734,10367.7019920006,258162113.0,137633967,120528146,53.313,46.687,69.025,28.0,World,142,Asia,35,South-eastern Asia,,Indonesia,360,Developing,Indonesia,5136,469.0,446.0,4221,,19.0,2.0,36000.0,132.0,270315789,78.0,14.0,46.0,48.0,62.0,38.0,Indonesia,1584748800,309.0,5.0,5.733341276897746,1.143107478638623e-06,-13.681760145517549,2.9444389791664403,0.1839190675168978,4.725751328333542,0.9753104941291967,0.0009068325381819517,0.02082225439378268,0.18391906751689768,-14.689350094081751,0.9753104941291969,0.0009068325381819353,0.020822254393782567
41,Iran,IRN,48.724481814386394,16500.9005123884,79360487.0,58217266,21143221,73.358,26.642,75.73,29.5,World,142,Asia,34,Southern Asia,,Iran,364,Developing,Iran,76389,4777.0,49933.0,21679,3643.0,909.0,57.0,299204.0,3562.0,84036304,58.0,41.0,43.0,59.0,14.0,40.0,Iran,1583193600,1501.0,5.0,7.313886831633462,1.7861328123140685e-05,-10.932872622282913,6.812345094177479,0.4706859408673878,4.986839878492314,0.9991154994764384,1.1731657736811304e-06,0.009904978215296449,0.4706859408673878,-13.259919575424062,0.9991154994764382,1.1731657736817185e-06,0.009904978215297693
42,Iraq,IRQ,83.1544690550746,15072.8686710974,36115649.0,25252423,10863226,69.921,30.079,69.672,19.4,World,142,Asia,145,Western Asia,,Iraq,368,Developing,Iraq,1415,79.0,812.0,524,,35.0,2.0,46135.0,1147.0,40428571,95.0,30.0,70.0,85.0,25.0,17.0,Iraq,1584748800,193.0,5.0,5.262690188904886,4.773851640712208e-06,-12.252357107046606,3.5553480614894135,0.09550175550903392,4.797282625048519,0.9741915844882334,0.000990516305549049,0.011064003507671047,0.09550175550903417,-12.717764670902975,0.9741915844882333,0.0009905163055490582,0.011064003507671102
43,Ireland,IRL,68.2531136594571,60818.046239853604,4700107.0,2940510,1761447,62.538000000000004,37.462002000000005,81.45365853658541,36.900002,World,150,Europe,154,Northern Europe,,Ireland,372,Developed,Ireland,12547,444.0,77.0,12026,158.0,2541.0,90.0,90646.0,18358.0,4937820,28.0,70.0,68.0,35.0,24.0,65.0,Ireland,1584662400,557.0,5.0,6.322565239927284,0.00011280281581750651,-9.089869256290728,7.840312983320164,0.28290143040203153,4.842552301718554,0.9964715964572604,1.8652483678574728e-05,0.011914091093562734,0.28290143040203136,-10.569882194499456,0.9964715964572602,1.865248367857586e-05,0.011914091093562916
