,Entity,code,popDensity,gdp,gapPop,urbanPop,ruralPop,urbanPct,ruralPct,lifeExpectancy,medianAge,globalCode,globalName,regionCode,regionName,subRegionCode,subRegionName,interRegionCode,interRegionName,country,m49,ldc,lldc,sids,development,countryWom,totalCases,totalDeaths,totalRecovered,activeCases,criticalCases,casesMPop,deathsMPop,totalTests,testsMPop,calcPop,pdi,idv,mas,uai,ltowvs,ivr,date,cases,daysGT100,logCases,casesPop,logCasesPop,logCasesMPop,slope,intercept,rvalue,pvalue,stderr,slopePop,interceptPop,rvaluePop,pvaluePop,stderrPop
73,Russia,RUS,8.798804045,24516.54995,143888004,106703732,37393138,74.05,25.950001,71.16829268,38.700001,1,World,150,Europe,151,Eastern Europe,,,Russia,643,,,,Developed,Russia,24490,198,1986,22306,8,168,1,1517992,10402,145773810,93,39,36,95,81,20,1584921600,438,5,6.08221891,3.00E-06,-12.71534782,5.123963979,2.14E-06,-3378.534214,0.996593282,8.40E-31,3.40E-08,2.14E-06,-3397.331781,0.996593282,8.40E-31,3.40E-08
71,Rwanda,RWA,471.4046615,1731.043423,11629553,1977489,9652064,17.004,82.996002,66.696,19.4,1,World,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Rwanda,646,1,1,,Developing,Rwanda,136,,54,82,,11,,6237,482,12363636,,,,,18,37,1586908800,134,10,4.8978398,1.08E-05,-11.43243034,2.397895273,3.21E-07,-504.0126797,0.984439196,4.19E-08,1.91E-08,3.21E-07,-520.3429499,0.984439196,4.19E-08,1.91E-08
74,Rwanda,RWA,471.4046615,1731.043423,11629553,1977489,9652064,17.004,82.996002,66.696,19.4,1,World,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Rwanda,646,1,1,,Developing,Rwanda,136,,54,82,,11,,6237,482,12363636,,,,,18,37,1586476800,113,5,4.727387819,9.14E-06,-11.60288232,2.397895273,3.21E-07,-504.0126797,0.984439196,4.19E-08,1.91E-08,3.21E-07,-520.3429499,0.984439196,4.19E-08,1.91E-08
32,Saudi Arabia,SAU,14.67985803,50723.71265,31557144,26249232,5307912,83.18,16.82,74.4,29.799999,1,World,142,Asia,145,Western Asia,,,Saudi Arabia,682,,,,Developing,Saudi Arabia,5862,79,931,4852,71,168,2,150000,4309,34892857,95,25,60,80,36,52,1586908800,5369,30,8.58839695,0.000153871,-8.779395745,5.123963979,1.42E-06,-2248.690457,0.973086585,4.92E-20,6.26E-08,1.42E-06,-2266.058249,0.973086585,4.92E-20,6.26E-08
62,Saudi Arabia,SAU,14.67985803,50723.71265,31557144,26249232,5307912,83.18,16.82,74.4,29.799999,1,World,142,Asia,145,Western Asia,,,Saudi Arabia,682,,,,Developing,Saudi Arabia,5862,79,931,4852,71,168,2,150000,4309,34892857,95,25,60,80,36,52,1586044800,2179,20,7.686621335,6.24E-05,-9.681171361,5.123963979,1.42E-06,-2248.690457,0.973086585,4.92E-20,6.26E-08,1.42E-06,-2266.058249,0.973086585,4.92E-20,6.26E-08
72,Saudi Arabia,SAU,14.67985803,50723.71265,31557144,26249232,5307912,83.18,16.82,74.4,29.799999,1,World,142,Asia,145,Western Asia,,,Saudi Arabia,682,,,,Developing,Saudi Arabia,5862,79,931,4852,71,168,2,150000,4309,34892857,95,25,60,80,36,52,1585180800,900,10,6.802394763,2.58E-05,-10.56539793,5.123963979,1.42E-06,-2248.690457,0.973086585,4.92E-20,6.26E-08,1.42E-06,-2266.058249,0.973086585,4.92E-20,6.26E-08
75,Saudi Arabia,SAU,14.67985803,50723.71265,31557144,26249232,5307912,83.18,16.82,74.4,29.799999,1,World,142,Asia,145,Western Asia,,,Saudi Arabia,682,,,,Developing,Saudi Arabia,5862,79,931,4852,71,168,2,150000,4309,34892857,95,25,60,80,36,52,1584748800,274,5,5.613128106,7.85E-06,-11.75466459,5.123963979,1.42E-06,-2248.690457,0.973086585,4.92E-20,6.26E-08,1.42E-06,-2266.058249,0.973086585,4.92E-20,6.26E-08
73,Senegal,SEN,77.79044305,2293.853539,14976994,6868749,8108245,45.862,54.138,66.784,18.299999,1,World,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Senegal,686,1,,,Developing,Senegal,314,2,190,122,1,19,0.1,,,16526316,70,25,45,55,25,,1586131200,222,10,5.402677382,1.34E-05,-11.2177872,2.944438979,5.83E-07,-918.8225559,0.966286491,4.73E-12,3.66E-08,5.83E-07,-935.4430205,0.966286491,4.73E-12,3.66E-08
76,Senegal,SEN,77.79044305,2293.853539,14976994,6868749,8108245,45.862,54.138,66.784,18.299999,1,World,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Senegal,686,1,,,Developing,Senegal,314,2,190,122,1,19,0.1,,,16526316,70,25,45,55,25,,1585699200,175,5,5.164785974,1.06E-05,-11.4556786,2.944438979,5.83E-07,-918.8225559,0.966286491,4.73E-12,3.66E-08,5.83E-07,-935.4430205,0.966286491,4.73E-12,3.66E-08
7,Singapore,SGP,7806.77292,81741.09694,5535262,5535002,0,100,0,82.74390244,40,1,World,142,Asia,35,South-eastern Asia,,,Singapore,702,,,1,Developing,Singapore,3699,10,652,3037,29,632,2,72680,12423,5852848,74,20,48,8,72,46,1586476800,1909,40,7.554334824,0.000326166,-8.028104115,6.448889394,9.07E-07,-1432.171787,0.996570626,2.89E-49,1.14E-08,9.07E-07,-1447.754226,0.996570626,2.89E-49,1.14E-08
14,Singapore,SGP,7806.77292,81741.09694,5535262,5535002,0,100,0,82.74390244,40,1,World,142,Asia,35,South-eastern Asia,,,Singapore,702,,,1,Developing,Singapore,3699,10,652,3037,29,632,2,72680,12423,5852848,74,20,48,8,72,46,1586044800,1189,35,7.080867897,0.000203149,-8.501571042,6.448889394,9.07E-07,-1432.171787,0.996570626,2.89E-49,1.14E-08,9.07E-07,-1447.754226,0.996570626,2.89E-49,1.14E-08
33,Singapore,SGP,7806.77292,81741.09694,5535262,5535002,0,100,0,82.74390244,40,1,World,142,Asia,35,South-eastern Asia,,,Singapore,702,,,1,Developing,Singapore,3699,10,652,3037,29,632,2,72680,12423,5852848,74,20,48,8,72,46,1585612800,844,30,6.738152495,0.000144203,-8.844286444,6.448889394,9.07E-07,-1432.171787,0.996570626,2.89E-49,1.14E-08,9.07E-07,-1447.754226,0.996570626,2.89E-49,1.14E-08
64,Singapore,SGP,7806.77292,81741.09694,5535262,5535002,0,100,0,82.74390244,40,1,World,142,Asia,35,South-eastern Asia,,,Singapore,702,,,1,Developing,Singapore,3699,10,652,3037,29,632,2,72680,12423,5852848,74,20,48,8,72,46,1584748800,385,20,5.953243334,6.58E-05,-9.629195604,6.448889394,9.07E-07,-1432.171787,0.996570626,2.89E-49,1.14E-08,9.07E-07,-1447.754226,0.996570626,2.89E-49,1.14E-08
75,Singapore,SGP,7806.77292,81741.09694,5535262,5535002,0,100,0,82.74390244,40,1,World,142,Asia,35,South-eastern Asia,,,Singapore,702,,,1,Developing,Singapore,3699,10,652,3037,29,632,2,72680,12423,5852848,74,20,48,8,72,46,1583884800,166,10,5.111987788,2.84E-05,-10.47045115,6.448889394,9.07E-07,-1432.171787,0.996570626,2.89E-49,1.14E-08,9.07E-07,-1447.754226,0.996570626,2.89E-49,1.14E-08
78,Singapore,SGP,7806.77292,81741.09694,5535262,5535002,0,100,0,82.74390244,40,1,World,142,Asia,35,South-eastern Asia,,,Singapore,702,,,1,Developing,Singapore,3699,10,652,3037,29,632,2,72680,12423,5852848,74,20,48,8,72,46,1583452800,117,5,4.762173935,2.00E-05,-10.820265,6.448889394,9.07E-07,-1432.171787,0.996570626,2.89E-49,1.14E-08,9.07E-07,-1447.754226,0.996570626,2.89E-49,1.14E-08
26,El Salvador,SLV,304.6562741,7019.591789,6312478,4399797,1912681,69.7,30.299999,73.267,25.799999,1,World,19,Americas,419,Latin America and the Caribbean,13,Central America,El Salvador,222,,,,Developing,El Salvador,159,6,30,123,2,25,0.9,7785,1200,6360000,66,19,40,94,20,89,1586822400,149,5,5.003946306,2.34E-05,-10.66159263,3.218875825,7.62E-07,-1204.369279,0.941420281,0.00154545,1.22E-07,7.62E-07,-1220.034818,0.941420281,0.00154545,1.22E-07
63,Serbia,SRB,81.12717814,13277.80012,8851280,3951845,3143538,55.696,44.304001,75.28780488,40,1,World,150,Europe,39,Southern Europe,,,Serbia,688,,,,Developed,Serbia,4873,99,400,4374,128,558,11,26278,3008,8732975,86,25,43,92,52,28,1586390400,2666,20,7.888334501,0.00030528,-8.094282148,6.324358962,1.66E-06,-2619.364762,0.988516706,4.85E-22,5.06E-08,1.66E-06,-2635.347379,0.988516706,4.85E-22,5.06E-08
74,Serbia,SRB,81.12717814,13277.80012,8851280,3951845,3143538,55.696,44.304001,75.28780488,40,1,World,150,Europe,39,Southern Europe,,,Serbia,688,,,,Developed,Serbia,4873,99,400,4374,128,558,11,26278,3008,8732975,86,25,43,92,52,28,1585526400,741,10,6.608000625,8.49E-05,-9.374616023,6.324358962,1.66E-06,-2619.364762,0.988516706,4.85E-22,5.06E-08,1.66E-06,-2635.347379,0.988516706,4.85E-22,5.06E-08
77,Serbia,SRB,81.12717814,13277.80012,8851280,3951845,3143538,55.696,44.304001,75.28780488,40,1,World,150,Europe,39,Southern Europe,,,Serbia,688,,,,Developed,Serbia,4873,99,400,4374,128,558,11,26278,3008,8732975,86,25,43,92,52,28,1585094400,249,5,5.517452896,2.85E-05,-10.46516375,6.324358962,1.66E-06,-2619.364762,0.988516706,4.85E-22,5.06E-08,1.66E-06,-2635.347379,0.988516706,4.85E-22,5.06E-08
65,Slovakia,SVK,112.8031488,28308.87977,5439318,2922832,2500969,53.889,46.111,76.56341463,39.200001,1,World,150,Europe,151,Eastern Europe,,,Slovakia,703,,,,Developed,Slovakia,863,6,151,706,5,158,1,31491,5768,5462025,104,52,110,51,77,28,1586304000,581,20,6.364750757,0.000106371,-9.148579401,5.062595033,8.49E-07,-1340.083725,0.989029836,3.98E-23,2.49E-08,8.49E-07,-1355.597055,0.989029836,3.98E-23,2.49E-08
76,Slovakia,SVK,112.8031488,28308.87977,5439318,2922832,2500969,53.889,46.111,76.56341463,39.200001,1,World,150,Europe,151,Eastern Europe,,,Slovakia,703,,,,Developed,Slovakia,863,6,151,706,5,158,1,31491,5768,5462025,104,52,110,51,77,28,1585440000,295,10,5.686975356,5.40E-05,-9.826354802,5.062595033,8.49E-07,-1340.083725,0.989029836,3.98E-23,2.49E-08,8.49E-07,-1355.597055,0.989029836,3.98E-23,2.49E-08
79,Slovakia,SVK,112.8031488,28308.87977,5439318,2922832,2500969,53.889,46.111,76.56341463,39.200001,1,World,150,Europe,151,Eastern Europe,,,Slovakia,703,,,,Developed,Slovakia,863,6,151,706,5,158,1,31491,5768,5462025,104,52,110,51,77,28,1585008000,191,5,5.252273428,3.50E-05,-10.26105673,5.062595033,8.49E-07,-1340.083725,0.989029836,3.98E-23,2.49E-08,8.49E-07,-1355.597055,0.989029836,3.98E-23,2.49E-08
34,Slovenia,SVN,102.4593347,29037.74168,2074788,1109788,953743,53.781,46.219002,80.77560976,43,1,World,150,Europe,39,Southern Europe,,,Slovenia,705,,,,Developed,Slovenia,1248,61,165,1022,34,600,29,37114,17852,2080000,71,27,19,88,49,48,1586736000,1205,30,7.094234846,0.000579327,-7.453643606,6.396929655,7.26E-07,-1145.170372,0.967468776,4.60E-20,3.41E-08,7.26E-07,-1159.71825,0.967468776,4.60E-20,3.41E-08
66,Slovenia,SVN,102.4593347,29037.74168,2074788,1109788,953743,53.781,46.219002,80.77560976,43,1,World,150,Europe,39,Southern Europe,,,Slovenia,705,,,,Developed,Slovenia,1248,61,165,1022,34,600,29,37114,17852,2080000,71,27,19,88,49,48,1585872000,897,20,6.799055862,0.00043125,-7.74882259,6.396929655,7.26E-07,-1145.170372,0.967468776,4.60E-20,3.41E-08,7.26E-07,-1159.71825,0.967468776,4.60E-20,3.41E-08
77,Slovenia,SVN,102.4593347,29037.74168,2074788,1109788,953743,53.781,46.219002,80.77560976,43,1,World,150,Europe,39,Southern Europe,,,Slovenia,705,,,,Developed,Slovenia,1248,61,165,1022,34,600,29,37114,17852,2080000,71,27,19,88,49,48,1585008000,442,10,6.091309882,0.0002125,-8.45656857,6.396929655,7.26E-07,-1145.170372,0.967468776,4.60E-20,3.41E-08,7.26E-07,-1159.71825,0.967468776,4.60E-20,3.41E-08
80,Slovenia,SVN,102.4593347,29037.74168,2074788,1109788,953743,53.781,46.219002,80.77560976,43,1,World,150,Europe,39,Southern Europe,,,Slovenia,705,,,,Developed,Slovenia,1248,61,165,1022,34,600,29,37114,17852,2080000,71,27,19,88,49,48,1584576000,286,5,5.655991811,0.0001375,-8.891886641,6.396929655,7.26E-07,-1145.170372,0.967468776,4.60E-20,3.41E-08,7.26E-07,-1159.71825,0.967468776,4.60E-20,3.41E-08
17,Sweden,SWE,24.05829958,45679.278,9763565,8481489,1317697,86.553,13.447,82.20487805,40.900002,1,World,150,Europe,154,Northern Europe,,,Sweden,752,,,,Developed,Sweden,11927,1203,381,10343,954,1181,119,74600,7387,10099069,31,71,5,29,53,78,1586563200,9685,35,9.178333576,0.000958999,-6.949620224,7.074116816,1.22E-06,-1922.729254,0.974640853,2.59E-26,4.54E-08,1.22E-06,-1938.857208,0.974640853,2.59E-26,4.54E-08
37,Sweden,SWE,24.05829958,45679.278,9763565,8481489,1317697,86.553,13.447,82.20487805,40.900002,1,World,150,Europe,154,Northern Europe,,,Sweden,752,,,,Developed,Sweden,11927,1203,381,10343,954,1181,119,74600,7387,10099069,31,71,5,29,53,78,1586131200,6830,30,8.829079953,0.0006763,-7.298873847,7.074116816,1.22E-06,-1922.729254,0.974640853,2.59E-26,4.54E-08,1.22E-06,-1938.857208,0.974640853,2.59E-26,4.54E-08
71,Sweden,SWE,24.05829958,45679.278,9763565,8481489,1317697,86.553,13.447,82.20487805,40.900002,1,World,150,Europe,154,Northern Europe,,,Sweden,752,,,,Developed,Sweden,11927,1203,381,10343,954,1181,119,74600,7387,10099069,31,71,5,29,53,78,1585267200,2806,20,7.939515261,0.000277847,-8.188438539,7.074116816,1.22E-06,-1922.729254,0.974640853,2.59E-26,4.54E-08,1.22E-06,-1938.857208,0.974640853,2.59E-26,4.54E-08
82,Sweden,SWE,24.05829958,45679.278,9763565,8481489,1317697,86.553,13.447,82.20487805,40.900002,1,World,150,Europe,154,Northern Europe,,,Sweden,752,,,,Developed,Sweden,11927,1203,381,10343,954,1181,119,74600,7387,10099069,31,71,5,29,53,78,1584403200,1121,10,7.021976423,0.000111,-9.105977376,7.074116816,1.22E-06,-1922.729254,0.974640853,2.59E-26,4.54E-08,1.22E-06,-1938.857208,0.974640853,2.59E-26,4.54E-08
85,Sweden,SWE,24.05829958,45679.278,9763565,8481489,1317697,86.553,13.447,82.20487805,40.900002,1,World,150,Europe,154,Northern Europe,,,Sweden,752,,,,Developed,Sweden,11927,1203,381,10343,954,1181,119,74600,7387,10099069,31,71,5,29,53,78,1583971200,462,5,6.135564891,4.57E-05,-9.992388908,7.074116816,1.22E-06,-1922.729254,0.974640853,2.59E-26,4.54E-08,1.22E-06,-1938.857208,0.974640853,2.59E-26,4.54E-08
39,Thailand,THA,134.3882245,15252.22825,68657600,32745556,35912044,47.694,52.306,75.103,37.799999,1,World,142,Asia,35,South-eastern Asia,,,Thailand,764,,,,Developing,Thailand,2643,43,1497,1103,61,38,0.6,100498,1440,69552632,64,20,34,64,32,45,1586908800,2643,30,7.879669915,3.80E-05,-10.1779244,3.63758616,1.12E-06,-1773.328316,0.913663875,7.33E-13,9.28E-08,1.12E-06,-1791.38591,0.913663875,7.33E-13,9.28E-08
73,Thailand,THA,134.3882245,15252.22825,68657600,32745556,35912044,47.694,52.306,75.103,37.799999,1,World,142,Asia,35,South-eastern Asia,,,Thailand,764,,,,Developing,Thailand,2643,43,1497,1103,61,38,0.6,100498,1440,69552632,64,20,34,64,32,45,1586044800,2169,20,7.682021511,3.12E-05,-10.37557281,3.63758616,1.12E-06,-1773.328316,0.913663875,7.33E-13,9.28E-08,1.12E-06,-1791.38591,0.913663875,7.33E-13,9.28E-08
84,Thailand,THA,134.3882245,15252.22825,68657600,32745556,35912044,47.694,52.306,75.103,37.799999,1,World,142,Asia,35,South-eastern Asia,,,Thailand,764,,,,Developing,Thailand,2643,43,1497,1103,61,38,0.6,100498,1440,69552632,64,20,34,64,32,45,1585180800,1045,10,6.951772164,1.50E-05,-11.10582215,3.63758616,1.12E-06,-1773.328316,0.913663875,7.33E-13,9.28E-08,1.12E-06,-1791.38591,0.913663875,7.33E-13,9.28E-08
87,Thailand,THA,134.3882245,15252.22825,68657600,32745556,35912044,47.694,52.306,75.103,37.799999,1,World,142,Asia,35,South-eastern Asia,,,Thailand,764,,,,Developing,Thailand,2643,43,1497,1103,61,38,0.6,100498,1440,69552632,64,20,34,64,32,45,1584748800,366,5,5.902633333,5.26E-06,-12.15496099,3.63758616,1.12E-06,-1773.328316,0.913663875,7.33E-13,9.28E-08,1.12E-06,-1791.38591,0.913663875,7.33E-13,9.28E-08
85,Trinidad and Tobago,TTO,265.1251462,31524.58862,1360092,725187,634905,53.319,46.681,70.556,33.900002,1,World,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Trinidad and Tobago,780,,,1,Developing,Trinidad and Tobago,114,8,20,86,,81,6,1282,916,1407407,47,16,58,55,13,80,1586822400,113,10,4.727387819,8.03E-05,-9.429871744,4.394449155,1.28E-07,-197.9424419,0.978973743,3.12E-08,8.42E-09,1.28E-07,-212.0997015,0.978973743,3.12E-08,8.42E-09
88,Trinidad and Tobago,TTO,265.1251462,31524.58862,1360092,725187,634905,53.319,46.681,70.556,33.900002,1,World,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Trinidad and Tobago,780,,,1,Developing,Trinidad and Tobago,114,8,20,86,,81,6,1282,916,1407407,47,16,58,55,13,80,1586390400,107,5,4.672828834,7.60E-05,-9.484430728,4.394449155,1.28E-07,-197.9424419,0.978973743,3.12E-08,8.42E-09,1.28E-07,-212.0997015,0.978973743,3.12E-08,8.42E-09
74,Turkey,TUR,101.7001312,23388.4813,78271472,57616413,20655059,73.611,26.389,75.498,29.9,1,World,142,Asia,145,Western Asia,,,Turkey,792,,,,Developing,Turkey,69392,1518,5674,62200,1820,823,18,477716,5664,84315917,66,37,45,85,46,49,1586304000,34109,20,10.43731656,0.000404538,-7.812764661,6.712956201,2.31E-06,-3651.170409,0.966594329,6.79E-17,1.20E-07,2.31E-06,-3669.42049,0.966594329,6.79E-17,1.20E-07
86,Turkey,TUR,101.7001312,23388.4813,78271472,57616413,20655059,73.611,26.389,75.498,29.9,1,World,142,Asia,145,Western Asia,,,Turkey,792,,,,Developing,Turkey,69392,1518,5674,62200,1820,823,18,477716,5664,84315917,66,37,45,85,46,49,1585440000,7402,10,8.909505513,8.78E-05,-9.340575706,6.712956201,2.31E-06,-3651.170409,0.966594329,6.79E-17,1.20E-07,2.31E-06,-3669.42049,0.966594329,6.79E-17,1.20E-07
89,Turkey,TUR,101.7001312,23388.4813,78271472,57616413,20655059,73.611,26.389,75.498,29.9,1,World,142,Asia,145,Western Asia,,,Turkey,792,,,,Developing,Turkey,69392,1518,5674,62200,1820,823,18,477716,5664,84315917,66,37,45,85,46,49,1585008000,1529,5,7.332369206,1.81E-05,-10.91771201,6.712956201,2.31E-06,-3651.170409,0.966594329,6.79E-17,1.20E-07,2.31E-06,-3669.42049,0.966594329,6.79E-17,1.20E-07
75,Ukraine,UKR,77.94773048,7464.939834,44657704,31183824,13970205,69.061,30.938999,71.1895122,40.299999,1,World,150,Europe,151,Eastern Europe,,,Ukraine,784,,,,Developed,Ukraine,3764,108,143,3513,45,86,2,39084,894,43767442,92,25,27,95,86,14,1586908800,3372,20,8.123261319,7.70E-05,-9.471139446,4.454347296,1.81E-06,-2858.320144,0.977220686,2.99E-14,9.00E-08,1.81E-06,-2875.914545,0.977220686,2.99E-14,9.00E-08
87,Ukraine,UKR,77.94773048,7464.939834,44657704,31183824,13970205,69.061,30.938999,71.1895122,40.299999,1,World,150,Europe,151,Eastern Europe,,,Ukraine,784,,,,Developed,Ukraine,3764,108,143,3513,45,86,2,39084,894,43767442,92,25,27,95,86,14,1586044800,1096,10,6.999422468,2.50E-05,-10.5949783,4.454347296,1.81E-06,-2858.320144,0.977220686,2.99E-14,9.00E-08,1.81E-06,-2875.914545,0.977220686,2.99E-14,9.00E-08
90,Ukraine,UKR,77.94773048,7464.939834,44657704,31183824,13970205,69.061,30.938999,71.1895122,40.299999,1,World,150,Europe,151,Eastern Europe,,,Ukraine,784,,,,Developed,Ukraine,3764,108,143,3513,45,86,2,39084,894,43767442,92,25,27,95,86,14,1585612800,480,5,6.173786104,1.10E-05,-11.42061466,4.454347296,1.81E-06,-2858.320144,0.977220686,2.99E-14,9.00E-08,1.81E-06,-2875.914545,0.977220686,2.99E-14,9.00E-08
79,Uruguay,URY,19.60662781,19831.4459,3431552,3261519,170033,95.045,4.9549999,77.341,34.900002,1,World,19,Americas,419,Latin America and the Caribbean,5,South America,Uruguay,858,,,,Developing,Uruguay,493,9,272,212,13,142,3,10448,3008,3471831,61,36,38,100,26,53,1586476800,473,20,6.159095388,0.000136239,-8.90109729,4.955827058,6.56E-07,-1034.610494,0.955220584,3.41E-14,4.15E-08,6.56E-07,-1049.670687,0.955220584,3.41E-14,4.15E-08
91,Uruguay,URY,19.60662781,19831.4459,3431552,3261519,170033,95.045,4.9549999,77.341,34.900002,1,World,19,Americas,419,Latin America and the Caribbean,5,South America,Uruguay,858,,,,Developing,Uruguay,493,9,272,212,13,142,3,10448,3008,3471831,61,36,38,100,26,53,1585612800,320,10,5.768320996,9.22E-05,-9.291871683,4.955827058,6.56E-07,-1034.610494,0.955220584,3.41E-14,4.15E-08,6.56E-07,-1049.670687,0.955220584,3.41E-14,4.15E-08
94,Uruguay,URY,19.60662781,19831.4459,3431552,3261519,170033,95.045,4.9549999,77.341,34.900002,1,World,19,Americas,419,Latin America and the Caribbean,5,South America,Uruguay,858,,,,Developing,Uruguay,493,9,272,212,13,142,3,10448,3008,3471831,61,36,38,100,26,53,1585180800,217,5,5.379897354,6.25E-05,-9.680295325,4.955827058,6.56E-07,-1034.610494,0.955220584,3.41E-14,4.15E-08,6.56E-07,-1049.670687,0.955220584,3.41E-14,4.15E-08
11,United States,USA,35.09621718,53005.63615,319929162,262196447,58843392,81.671,18.329,78.6902439,37.599998,1,World,19,Americas,21,Northern America,,,USA,840,,,,Developed,USA,644089,28529,48708,566852,13487,1946,86,3258879,9845,330980987,40,91,62,46,26,68,1586649600,529951,40,13.18053983,0.001601152,-6.437031662,7.573531263,2.48E-06,-3917.804924,0.976983086,8.25E-30,8.35E-08,2.48E-06,-3937.422496,0.976983086,8.25E-30,8.35E-08
20,United States,USA,35.09621718,53005.63615,319929162,262196447,58843392,81.671,18.329,78.6902439,37.599998,1,World,19,Americas,21,Northern America,,,USA,840,,,,Developed,USA,644089,28529,48708,566852,13487,1946,86,3258879,9845,330980987,40,91,62,46,26,68,1586217600,368196,35,12.81637068,0.001112439,-6.801200807,7.573531263,2.48E-06,-3917.804924,0.976983086,8.25E-30,8.35E-08,2.48E-06,-3937.422496,0.976983086,8.25E-30,8.35E-08
41,United States,USA,35.09621718,53005.63615,319929162,262196447,58843392,81.671,18.329,78.6902439,37.599998,1,World,19,Americas,21,Northern America,,,USA,840,,,,Developed,USA,644089,28529,48708,566852,13487,1946,86,3258879,9845,330980987,40,91,62,46,26,68,1585785600,216721,30,12.28636609,0.000654784,-7.3312054,7.573531263,2.48E-06,-3917.804924,0.976983086,8.25E-30,8.35E-08,2.48E-06,-3937.422496,0.976983086,8.25E-30,8.35E-08
78,United States,USA,35.09621718,53005.63615,319929162,262196447,58843392,81.671,18.329,78.6902439,37.599998,1,World,19,Americas,21,Northern America,,,USA,840,,,,Developed,USA,644089,28529,48708,566852,13487,1946,86,3258879,9845,330980987,40,91,62,46,26,68,1584921600,35206,20,10.4689718,0.000106369,-9.148599689,7.573531263,2.48E-06,-3917.804924,0.976983086,8.25E-30,8.35E-08,2.48E-06,-3937.422496,0.976983086,8.25E-30,8.35E-08
90,United States,USA,35.09621718,53005.63615,319929162,262196447,58843392,81.671,18.329,78.6902439,37.599998,1,World,19,Americas,21,Northern America,,,USA,840,,,,Developed,USA,644089,28529,48708,566852,13487,1946,86,3258879,9845,330980987,40,91,62,46,26,68,1584057600,1663,10,7.416378479,5.02E-06,-12.20119301,7.573531263,2.48E-06,-3917.804924,0.976983086,8.25E-30,8.35E-08,2.48E-06,-3937.422496,0.976983086,8.25E-30,8.35E-08
93,United States,USA,35.09621718,53005.63615,319929162,262196447,58843392,81.671,18.329,78.6902439,37.599998,1,World,19,Americas,21,Northern America,,,USA,840,,,,Developed,USA,644089,28529,48708,566852,13487,1946,86,3258879,9845,330980987,40,91,62,46,26,68,1583625600,433,5,6.070737728,1.31E-06,-13.54683376,7.573531263,2.48E-06,-3917.804924,0.976983086,8.25E-30,8.35E-08,2.48E-06,-3937.422496,0.976983086,8.25E-30,8.35E-08
80,Venezuela,VEN,35.32127884,,31155134,27464497,3690637,88.154,11.846,74.367,27.4,1,World,19,Americas,419,Latin America and the Caribbean,5,South America,Venezuela,862,,,,Developing,Venezuela,197,9,111,77,6,7,0.3,225009,7913,28142857,81,12,73,76,16,100,1586908800,193,20,5.262690189,6.86E-06,-11.89011394,1.945910149,3.34E-07,-523.9569903,0.984391095,8.46E-16,1.37E-08,3.34E-07,-541.1097945,0.984391095,8.46E-16,1.37E-08
92,Venezuela,VEN,35.32127884,,31155134,27464497,3690637,88.154,11.846,74.367,27.4,1,World,19,Americas,419,Latin America and the Caribbean,5,South America,Venezuela,862,,,,Developing,Venezuela,197,9,111,77,6,7,0.3,225009,7913,28142857,81,12,73,76,16,100,1586044800,144,10,4.9698133,5.12E-06,-12.18299083,1.945910149,3.34E-07,-523.9569903,0.984391095,8.46E-16,1.37E-08,3.34E-07,-541.1097945,0.984391095,8.46E-16,1.37E-08
95,Venezuela,VEN,35.32127884,,31155134,27464497,3690637,88.154,11.846,74.367,27.4,1,World,19,Americas,419,Latin America and the Caribbean,5,South America,Venezuela,862,,,,Developing,Venezuela,197,9,111,77,6,7,0.3,225009,7913,28142857,81,12,73,76,16,100,1585612800,135,5,4.905274778,4.80E-06,-12.24752935,1.945910149,3.34E-07,-523.9569903,0.984391095,8.46E-16,1.37E-08,3.34E-07,-541.1097945,0.984391095,8.46E-16,1.37E-08
81,Vietnam,VNM,301.7756216,5554.858056,93571567,31635611,61935956,33.809,66.191002,76.052,30.4,1,World,142,Asia,35,South-eastern Asia,,,Vietnam,704,,,,Developing,Vietnam,268,,171,97,8,3,,135938,1397,89333333,70,20,40,30,57,35,1586649600,258,20,5.552959585,2.89E-06,-12.75492566,1.098612289,3.71E-07,-583.3441284,0.866510445,4.40E-08,4.56E-08,3.71E-07,-601.6520137,0.866510445,4.40E-08,4.56E-08
93,Vietnam,VNM,301.7756216,5554.858056,93571567,31635611,61935956,33.809,66.191002,76.052,30.4,1,World,142,Asia,35,South-eastern Asia,,,Vietnam,704,,,,Developing,Vietnam,268,,171,97,8,3,,135938,1397,89333333,70,20,40,30,57,35,1585785600,235,10,5.459585514,2.63E-06,-12.84829973,1.098612289,3.71E-07,-583.3441284,0.866510445,4.40E-08,4.56E-08,3.71E-07,-601.6520137,0.866510445,4.40E-08,4.56E-08
